,Time,Country,Series,Pay period,value
1232,2006-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Annual,5336.2148
1233,2007-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Annual,5704.9419
1234,2008-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Annual,6329.873
1235,2009-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Annual,6060.0161
1236,2010-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Annual,5981.1152
1237,2011-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Annual,5743.874
1238,2012-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Annual,5716.8062
1239,2013-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Annual,6892.4429
1240,2014-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Annual,6946.9878
1241,2015-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Annual,7195.6831
1242,2016-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Annual,8319.624
1243,2006-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Hourly,2.6913099
1244,2007-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Hourly,2.8744099
1245,2008-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Hourly,3.1979001
1246,2009-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Hourly,3.0615699
1247,2010-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Hourly,3.0217099
1248,2011-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Hourly,2.90185
1249,2012-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Hourly,2.8903201
1250,2013-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Hourly,2.95801
1251,2014-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Hourly,3.1156001
1252,2015-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Hourly,3.6354499
1253,2016-01-01,Lithuania,In 2015 constant prices at 2015 USD PPPs,Hourly,3.9240899
1254,2006-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Annual,2960.885
1255,2007-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Annual,3165.479
1256,2008-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Annual,3512.2319
1257,2009-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Annual,3362.4971
1258,2010-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Annual,3318.718
1259,2011-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Annual,3187.0811
1260,2012-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Annual,3172.062
1261,2013-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Annual,3824.3831
1262,2014-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Annual,3854.6479
1263,2015-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Annual,3992.6399
1264,2016-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Annual,4616.2769
1265,2006-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.493
1266,2007-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.595
1267,2008-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.774
1268,2009-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.699
1269,2010-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.677
1270,2011-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.61
1271,2012-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.604
1272,2013-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.641
1273,2014-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.729
1274,2015-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.017
1275,2016-01-01,Lithuania,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.177
1276,2006-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Annual,3216.4021
1277,2007-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Annual,4191.6069
1278,2008-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Annual,5404.939
1279,2009-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Annual,6058.2588
1280,2010-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Annual,5923.5762
1281,2011-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Annual,6364.6709
1282,2012-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Annual,6199.5898
1283,2013-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Annual,6093.915
1284,2014-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Annual,6823.498
1285,2015-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Annual,7640.1621
1286,2016-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Annual,7829.6172
1287,2006-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Hourly,1.54211
1288,2007-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.00967
1289,2008-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.5914099
1290,2009-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.90464
1291,2010-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.84007
1292,2011-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Hourly,3.0515499
1293,2012-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.97241
1294,2013-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.9217401
1295,2014-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Hourly,3.2715399
1296,2015-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Hourly,3.66309
1297,2016-01-01,Latvia,In 2015 constant prices at 2015 USD PPPs,Hourly,3.7539301
1298,2006-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Annual,2017.015
1299,2007-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Annual,2628.5691
1300,2008-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Annual,3389.4529
1301,2009-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Annual,3799.1521
1302,2010-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Annual,3714.6919
1303,2011-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Annual,3991.304
1304,2012-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Annual,3887.781
1305,2013-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Annual,3821.512
1306,2014-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Annual,4279.0361
1307,2015-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Annual,4791.168
1308,2016-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Annual,4909.9761
1309,2006-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.96700001
1310,2007-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.26
1311,2008-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.625
1312,2009-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.822
1313,2010-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.781
1314,2011-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.914
1315,2012-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.864
1316,2013-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.832
1317,2014-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.052
1318,2015-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.2969999
1319,2016-01-01,Latvia,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.3540001
1320,2006-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Annual,6257.7632
1321,2007-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Annual,6302.5049
1322,2008-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Annual,6267.9331
1323,2009-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Annual,6476.5459
1324,2010-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Annual,6563.3398
1325,2011-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Annual,6600.4678
1326,2012-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Annual,6769.188
1327,2013-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Annual,6902.312
1328,2014-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Annual,7009.4048
1329,2015-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Annual,6983.5298
1330,2016-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Annual,6950.1768
1331,2006-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.1400001
1332,2007-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.1600001
1333,2008-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.1500001
1334,2009-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.22
1335,2010-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.2
1336,2011-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.3
1337,2012-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.3
1338,2013-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.4000001
1339,2014-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.4000001
1340,2015-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.4000001
1341,2016-01-01,Colombia,In 2015 constant prices at 2015 USD PPPs,Hourly,2.4000001
1342,2006-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Annual,2948.1211
1343,2007-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Annual,2969.2
1344,2008-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Annual,2952.9131
1345,2009-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Annual,3051.1931
1346,2010-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Annual,3092.083
1347,2011-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Annual,3109.575
1348,2012-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Annual,3189.061
1349,2013-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Annual,3251.7781
1350,2014-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Annual,3302.231
1351,2015-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Annual,3290.041
1352,2016-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Annual,3274.3269
1353,2006-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.01
1354,2007-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.02
1355,2008-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.01
1356,2009-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.04
1357,2010-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.0599999
1358,2011-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.0599999
1359,2012-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.09
1360,2013-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.11
1361,2014-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.13
1362,2015-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.13
1363,2016-01-01,Colombia,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.12
1364,2006-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Annual,
1365,2007-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Annual,
1366,2008-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Annual,
1367,2009-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Annual,
1368,2010-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Annual,
1369,2011-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Annual,
1370,2012-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Annual,
1371,2013-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Annual,
1372,2014-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Annual,9967.0381
1373,2015-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Annual,10561.536
1374,2016-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Annual,10859.747
1375,2006-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Hourly,
1376,2007-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Hourly,
1377,2008-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Hourly,
1378,2009-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Hourly,
1379,2010-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Hourly,
1380,2011-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Hourly,
1381,2012-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Hourly,
1382,2013-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Hourly,
1383,2014-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Hourly,3.4000001
1384,2015-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Hourly,3.5999999
1385,2016-01-01,Costa Rica,In 2015 constant prices at 2015 USD PPPs,Hourly,3.7
1386,2006-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Annual,
1387,2007-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Annual,
1388,2008-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Annual,
1389,2009-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Annual,
1390,2010-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Annual,
1391,2011-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Annual,
1392,2012-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Annual,
1393,2013-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Annual,
1394,2014-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Annual,7047.1519
1395,2015-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Annual,7467.4902
1396,2016-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Annual,7678.3379
1397,2006-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Hourly,
1398,2007-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Hourly,
1399,2008-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Hourly,
1400,2009-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Hourly,
1401,2010-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Hourly,
1402,2011-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Hourly,
1403,2012-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Hourly,
1404,2013-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Hourly,
1405,2014-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.4100001
1406,2015-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.5599999
1407,2016-01-01,Costa Rica,In 2015 constant prices at 2015 USD exchange rates,Hourly,2.6300001
