,GEO,AGE,UNIT,SEX,INDIC_EM,Value,DATE
267,Bulgaria,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),1325.0,2007-01-01
268,Bulgaria,From 25 to 54 years,Thousand persons,Females,Active population,1305.0,2007-01-01
269,Bulgaria,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),1220.0,2007-01-01
270,Bulgaria,From 25 to 54 years,Percentage of total population,Total,Active population,84.5,2007-01-01
271,Bulgaria,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),79.4,2007-01-01
272,Bulgaria,From 25 to 54 years,Percentage of total population,Males,Active population,87.5,2007-01-01
273,Bulgaria,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),82.5,2007-01-01
274,Bulgaria,From 25 to 54 years,Percentage of total population,Females,Active population,81.4,2007-01-01
275,Bulgaria,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),76.2,2007-01-01
276,Bulgaria,From 55 to 64 years,Thousand persons,Total,Active population,444.0,2007-01-01
277,Bulgaria,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),414.0,2007-01-01
278,Bulgaria,From 55 to 64 years,Thousand persons,Males,Active population,251.0,2007-01-01
279,Bulgaria,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),235.0,2007-01-01
280,Bulgaria,From 55 to 64 years,Thousand persons,Females,Active population,193.0,2007-01-01
281,Bulgaria,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),179.0,2007-01-01
282,Bulgaria,From 55 to 64 years,Percentage of total population,Total,Active population,45.7,2007-01-01
283,Bulgaria,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),42.6,2007-01-01
284,Bulgaria,From 55 to 64 years,Percentage of total population,Males,Active population,55.3,2007-01-01
285,Bulgaria,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),51.8,2007-01-01
286,Bulgaria,From 55 to 64 years,Percentage of total population,Females,Active population,37.2,2007-01-01
287,Bulgaria,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),34.5,2007-01-01
288,Czech Republic,From 15 to 24 years,Thousand persons,Total,Active population,428.0,2007-01-01
289,Czech Republic,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),382.0,2007-01-01
290,Czech Republic,From 15 to 24 years,Thousand persons,Males,Active population,252.0,2007-01-01
291,Czech Republic,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),226.0,2007-01-01
292,Czech Republic,From 15 to 24 years,Thousand persons,Females,Active population,175.0,2007-01-01
293,Czech Republic,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),156.0,2007-01-01
294,Czech Republic,From 15 to 24 years,Percentage of total population,Total,Active population,31.9,2007-01-01
295,Czech Republic,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),28.5,2007-01-01
296,Czech Republic,From 15 to 24 years,Percentage of total population,Males,Active population,36.7,2007-01-01
297,Czech Republic,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),32.8,2007-01-01
298,Czech Republic,From 15 to 24 years,Percentage of total population,Females,Active population,26.9,2007-01-01
299,Czech Republic,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),23.9,2007-01-01
300,Czech Republic,From 25 to 54 years,Thousand persons,Total,Active population,4010.0,2007-01-01
301,Czech Republic,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),3812.0,2007-01-01
302,Czech Republic,From 25 to 54 years,Thousand persons,Males,Active population,2205.0,2007-01-01
303,Czech Republic,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),2128.0,2007-01-01
304,Czech Republic,From 25 to 54 years,Thousand persons,Females,Active population,1805.0,2007-01-01
305,Czech Republic,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),1684.0,2007-01-01
306,Czech Republic,From 25 to 54 years,Percentage of total population,Total,Active population,87.8,2007-01-01
307,Czech Republic,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),83.5,2007-01-01
308,Czech Republic,From 25 to 54 years,Percentage of total population,Males,Active population,95.0,2007-01-01
309,Czech Republic,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),91.7,2007-01-01
310,Czech Republic,From 25 to 54 years,Percentage of total population,Females,Active population,80.3,2007-01-01
311,Czech Republic,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),74.9,2007-01-01
312,Czech Republic,From 55 to 64 years,Thousand persons,Total,Active population,694.0,2007-01-01
313,Czech Republic,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),662.0,2007-01-01
314,Czech Republic,From 55 to 64 years,Thousand persons,Males,Active population,430.0,2007-01-01
315,Czech Republic,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),410.0,2007-01-01
316,Czech Republic,From 55 to 64 years,Thousand persons,Females,Active population,264.0,2007-01-01
317,Czech Republic,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),251.0,2007-01-01
318,Czech Republic,From 55 to 64 years,Percentage of total population,Total,Active population,48.2,2007-01-01
319,Czech Republic,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),46.0,2007-01-01
320,Czech Republic,From 55 to 64 years,Percentage of total population,Males,Active population,62.5,2007-01-01
321,Czech Republic,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),59.6,2007-01-01
322,Czech Republic,From 55 to 64 years,Percentage of total population,Females,Active population,35.2,2007-01-01
323,Czech Republic,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),33.5,2007-01-01
324,Denmark,From 15 to 24 years,Thousand persons,Total,Active population,432.0,2007-01-01
325,Denmark,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),399.0,2007-01-01
326,Denmark,From 15 to 24 years,Thousand persons,Males,Active population,225.0,2007-01-01
327,Denmark,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),208.0,2007-01-01
328,Denmark,From 15 to 24 years,Thousand persons,Females,Active population,207.0,2007-01-01
329,Denmark,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),191.0,2007-01-01
330,Denmark,From 15 to 24 years,Percentage of total population,Total,Active population,70.6,2007-01-01
331,Denmark,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),65.3,2007-01-01
332,Denmark,From 15 to 24 years,Percentage of total population,Males,Active population,72.0,2007-01-01
333,Denmark,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),66.5,2007-01-01
334,Denmark,From 15 to 24 years,Percentage of total population,Females,Active population,69.1,2007-01-01
335,Denmark,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),64.0,2007-01-01
336,Denmark,From 25 to 54 years,Thousand persons,Total,Active population,1992.0,2007-01-01
337,Denmark,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),1930.0,2007-01-01
338,Denmark,From 25 to 54 years,Thousand persons,Males,Active population,1044.0,2007-01-01
339,Denmark,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),1016.0,2007-01-01
340,Denmark,From 25 to 54 years,Thousand persons,Females,Active population,948.0,2007-01-01
341,Denmark,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),914.0,2007-01-01
342,Denmark,From 25 to 54 years,Percentage of total population,Total,Active population,88.9,2007-01-01
343,Denmark,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),86.1,2007-01-01
344,Denmark,From 25 to 54 years,Percentage of total population,Males,Active population,92.3,2007-01-01
345,Denmark,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),89.8,2007-01-01
346,Denmark,From 25 to 54 years,Percentage of total population,Females,Active population,85.3,2007-01-01
347,Denmark,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),82.3,2007-01-01
348,Denmark,From 55 to 64 years,Thousand persons,Total,Active population,445.0,2007-01-01
349,Denmark,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),429.0,2007-01-01
350,Denmark,From 55 to 64 years,Thousand persons,Males,Active population,244.0,2007-01-01
351,Denmark,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),236.0,2007-01-01
352,Denmark,From 55 to 64 years,Thousand persons,Females,Active population,201.0,2007-01-01
